"id","kode","grand_total","metode_pembayaran_id","metode_pembelian_id","created_at","updated_at"
"1418","TRX-rDPp8kL7","8000","2","1","2024-11-12 16:57:06","2024-11-12 16:57:06"
"1419","TRX-81ABn8b2","2000","2","1","2024-11-12 16:57:10","2024-11-12 16:57:10"
"1420","TRX-Xt1raDYV","18000","2","1","2024-11-12 20:11:09","2024-11-12 20:11:09"
"1421","TRX-m9kbWbKy","5000","1","1","2024-11-12 20:11:16","2024-11-12 20:11:16"
"1422","TRX-884vKYdP","13000","2","1","2024-11-12 21:12:15","2024-11-12 21:12:15"
"1423","TRX-oSmLEs8L","5000","1","1","2024-11-12 21:12:23","2024-11-12 21:12:23"
"1424","TRX-kgaJsT8F","10000","2","1","2024-11-12 21:32:11","2024-11-12 21:32:11"
"1425","TRX-oVBslmVE","5000","2","1","2024-11-13 15:55:41","2024-11-13 15:55:41"
"1426","TRX-CBdK9WMu","5000","2","1","2024-11-13 16:00:06","2024-11-13 16:00:06"
"1427","TRX-kFLBty7W","8000","2","1","2024-11-13 17:09:39","2024-11-13 17:09:39"
"1428","TRX-LGshBLLR","12000","2","1","2024-11-13 17:34:57","2024-11-13 17:34:57"
"1429","TRX-SbBkqS77","10000","2","1","2024-11-13 18:08:03","2024-11-13 18:08:03"
"1430","TRX-o3hP7vOV","14000","1","1","2024-11-13 18:19:02","2024-11-13 18:19:02"
"1431","TRX-MBfeLgFg","6000","2","1","2024-11-13 18:52:41","2024-11-13 18:52:41"
"1432","TRX-kbB1uQnN","5000","2","1","2024-11-13 19:23:37","2024-11-13 19:23:37"
"1433","TRX-IEfe8v89","5000","1","1","2024-11-13 19:23:40","2024-11-13 19:23:40"
"1434","TRX-0uvYafs3","5000","2","1","2024-11-13 19:35:14","2024-11-13 19:35:14"
"1435","TRX-7xfZwQMo","5000","1","1","2024-11-13 19:56:43","2024-11-13 19:56:43"
"1436","TRX-uvgIvCYY","6000","2","1","2024-11-13 20:35:06","2024-11-13 20:35:06"
"1437","TRX-ImVykveE","10000","2","1","2024-11-13 20:41:36","2024-11-13 20:41:36"
"1438","TRX-m8y0lOnq","18000","2","1","2024-11-13 21:19:29","2024-11-13 21:19:29"
"1439","TRX-70GTGwuK","30000","2","1","2024-11-13 21:19:45","2024-11-13 21:20:04"
"1440","TRX-VM7q315U","5000","2","1","2024-11-14 14:51:49","2024-11-14 14:51:49"
"1441","TRX-XQxhMkDE","8000","1","1","2024-11-14 15:43:54","2024-11-14 15:43:54"
"1442","TRX-7LixRDEl","5000","1","1","2024-11-14 16:03:23","2024-11-14 16:03:23"
"1443","TRX-iGi5pq89","10000","2","1","2024-11-14 16:07:22","2024-11-14 16:07:22"
"1444","TRX-BKLJlNra","5000","2","1","2024-11-14 16:55:19","2024-11-14 16:55:19"
"1445","TRX-ObHwRFMK","5000","1","1","2024-11-14 16:55:24","2024-11-14 16:55:24"
"1446","TRX-q9MijwDf","15000","2","1","2024-11-14 17:27:48","2024-11-14 17:27:48"
"1447","TRX-Bo1Tr4Kf","16000","2","1","2024-11-14 17:27:59","2024-11-14 17:27:59"
"1448","TRX-KlhxFxTI","5000","2","1","2024-11-14 17:39:54","2024-11-14 17:39:54"
"1449","TRX-qRB9eQ8Y","12000","2","1","2024-11-14 18:06:02","2024-11-14 18:06:02"
"1450","TRX-cGWghxIK","10000","2","1","2024-11-14 18:38:38","2024-11-14 18:38:38"
"1451","TRX-YvSh0ZWT","6000","2","1","2024-11-14 18:44:55","2024-11-14 18:44:55"
"1452","TRX-oNDSG90v","5000","2","1","2024-11-14 18:46:59","2024-11-14 18:46:59"
"1453","TRX-AbhZZasz","16000","1","1","2024-11-14 18:52:16","2024-11-14 18:52:16"
"1454","TRX-xx87ndF8","10000","2","1","2024-11-14 19:14:18","2024-11-14 19:14:18"
"1455","TRX-Ew8emExM","24000","2","1","2024-11-14 19:59:26","2024-11-14 19:59:26"
"1456","TRX-tCN1yjri","16000","2","1","2024-11-14 21:20:09","2024-11-14 21:20:09"
"1457","TRX-aDhJ03OV","10000","1","1","2024-11-14 21:37:01","2024-11-14 21:37:01"
"1458","TRX-F6aHRsNL","15000","2","1","2024-11-14 21:37:12","2024-11-14 21:37:12"
"1459","TRX-xWjzZjty","16000","2","1","2024-11-14 21:37:21","2024-11-14 21:37:21"
"1460","TRX-rxiUtzVJ","10000","2","1","2024-11-15 11:10:17","2024-11-15 11:10:18"
"1461","TRX-kYfhKNR2","10000","2","1","2024-11-15 11:15:47","2024-11-15 11:15:47"
"1462","TRX-3lRqTKav","2000","2","1","2024-11-15 11:15:55","2024-11-15 11:15:55"
"1463","TRX-mY2X21pn","5000","1","1","2024-11-15 11:39:41","2024-11-15 11:39:41"
"1464","TRX-WV7zTJlO","5000","1","1","2024-11-15 12:14:59","2024-11-15 12:14:59"
"1465","TRX-XW45pL2d","2000","2","1","2024-11-15 12:15:44","2024-11-15 12:15:44"
"1466","TRX-IZoFaVmz","5000","2","1","2024-11-15 12:42:58","2024-11-15 12:42:58"
"1467","TRX-SA1UGOYc","5000","2","1","2024-11-15 13:13:45","2024-11-15 13:13:45"
"1468","TRX-Vwbf0iOF","7000","1","1","2024-11-15 14:02:47","2024-11-15 14:02:47"
"1469","TRX-jYPWbrHT","5000","2","1","2024-11-15 14:15:53","2024-11-15 14:15:53"
"1470","TRX-4NPFgsHZ","5000","1","1","2024-11-15 14:15:57","2024-11-15 14:15:57"
"1471","TRX-thqeDXl6","5000","2","1","2024-11-15 14:46:36","2024-11-15 14:46:36"
"1472","TRX-c3jbHLaf","12000","2","1","2024-11-15 15:06:37","2024-11-15 15:06:37"
"1473","TRX-aCcqfIq9","18000","2","1","2024-11-15 15:17:05","2024-11-15 15:17:05"
"1474","TRX-ZFE2XnHV","5000","2","1","2024-11-15 16:49:38","2024-11-15 16:49:38"
"1475","TRX-aT0CP2be","10000","2","1","2024-11-15 16:58:19","2024-11-15 16:58:19"
"1476","TRX-XvUb8SLB","5000","1","1","2024-11-15 17:21:17","2024-11-15 17:21:17"
"1477","TRX-sFCIar7K","16000","1","1","2024-11-15 20:00:45","2024-11-15 20:00:45"
"1478","TRX-OwgqQWcW","5000","2","1","2024-11-15 20:14:55","2024-11-15 20:14:55"
"1479","TRX-d7NRKo5p","5000","2","1","2024-11-15 21:24:16","2024-11-15 21:24:16"
"1480","TRX-o30r6Cst","5000","1","1","2024-11-15 21:28:41","2024-11-15 21:28:41"
"1481","TRX-OqF1iTIf","5000","2","1","2024-11-16 10:44:57","2024-11-16 10:44:57"
"1482","TRX-Uxv350FD","10000","2","1","2024-11-16 13:19:21","2024-11-16 13:19:21"
"1483","TRX-J0RgX66W","5000","2","1","2024-11-16 14:22:22","2024-11-16 14:22:22"
"1484","TRX-UrKwxdbX","5000","2","1","2024-11-16 14:41:31","2024-11-16 14:41:31"
"1485","TRX-XLYSXlnN","20000","2","1","2024-11-16 15:21:20","2024-11-16 15:21:20"
"1486","TRX-3Jo5USt5","8000","2","1","2024-11-16 16:07:39","2024-11-16 16:07:39"
"1487","TRX-oGuyteYe","5000","2","1","2024-11-16 16:15:18","2024-11-16 16:15:18"
"1488","TRX-qLNkuUcj","5000","2","1","2024-11-16 17:02:31","2024-11-16 17:02:31"
"1489","TRX-smlNY86v","5000","2","1","2024-11-16 18:51:06","2024-11-16 18:51:06"
"1490","TRX-5JnuAjDi","20000","2","1","2024-11-16 19:20:41","2024-11-16 19:20:41"
"1491","TRX-8DJ25Zj0","10000","2","1","2024-11-16 20:34:34","2024-11-16 20:34:34"
"1492","TRX-wU45KpLx","5000","1","1","2024-11-16 20:34:37","2024-11-16 20:34:37"
"1493","TRX-dH4jnlS2","60000","2","1","2024-11-16 20:34:44","2024-11-16 20:34:44"
"1494","TRX-20IiJJsG","12000","2","1","2024-11-16 20:34:47","2024-11-16 20:34:47"
"1496","TRX-1Duxd5X3","8000","2","1","2024-11-19 13:21:28","2024-11-19 13:21:28"
"1497","TRX-fYcASe6z","8000","1","1","2024-11-19 13:21:35","2024-11-19 13:21:35"
"1498","TRX-6FzBn44K","7000","2","1","2024-11-19 15:16:14","2024-11-19 15:16:14"
"1499","TRX-UAlbiOUG","5000","1","1","2024-11-19 15:48:45","2024-11-19 15:48:45"
"1500","TRX-fAzltBy3","8000","2","1","2024-11-19 15:48:49","2024-11-19 15:48:49"
"1501","TRX-MHJ0j2kZ","6000","2","1","2024-11-19 16:14:07","2024-11-19 16:14:07"
"1502","TRX-QidAr2Dv","2000","2","1","2024-11-19 16:18:02","2024-11-19 16:18:02"
"1503","TRX-RpJcyFOj","12000","2","1","2024-11-19 16:29:22","2024-11-19 16:29:22"
"1504","TRX-OLfJOxBg","30000","1","1","2024-11-19 17:18:39","2024-11-19 17:18:39"
"1505","TRX-2Oxzohx3","10000","2","1","2024-11-19 17:26:17","2024-11-19 17:26:17"
"1506","TRX-anfkoNvT","10000","2","1","2024-11-19 17:47:37","2024-11-19 17:47:37"
"1507","TRX-ahOeMQvQ","5000","1","1","2024-11-19 17:47:41","2024-11-19 17:47:41"
"1508","TRX-2TSexyYb","16000","2","1","2024-11-19 18:26:47","2024-11-19 18:26:47"
"1509","TRX-Td1KabDT","12000","1","1","2024-11-19 18:57:28","2024-11-19 18:58:09"
"1510","TRX-DGNKDe0E","6000","2","1","2024-11-19 19:01:14","2024-11-19 19:01:14"
"1511","TRX-bDfOcHro","5000","2","1","2024-11-19 20:14:54","2024-11-19 20:14:54"
"1512","TRX-7G7Jl6x6","5000","2","1","2024-11-19 20:14:59","2024-11-19 20:14:59"
"1513","TRX-OZq5OU1W","15000","2","1","2024-11-19 20:38:43","2024-11-19 20:38:43"
"1514","TRX-nbwlC4Vy","15000","2","1","2024-11-19 20:38:43","2024-11-19 20:38:43"
"1515","TRX-1jDXi8dO","10000","2","1","2024-11-19 21:44:47","2024-11-19 21:44:47"
"1516","TRX-7qBlEFHh","5000","2","1","2024-11-19 21:44:52","2024-11-19 21:44:52"
"1517","TRX-LDm1pbnR","8000","2","1","2024-11-19 21:45:02","2024-11-19 21:45:02"
"1518","TRX-OtLQadt3","13000","2","1","2024-11-19 21:52:50","2024-11-19 21:52:50"
"1519","TRX-C8buD5wY","5000","2","1","2024-11-20 13:35:24","2024-11-20 13:35:24"
"1520","TRX-tMyT82LY","7000","2","1","2024-11-20 13:49:35","2024-11-20 13:49:35"
"1521","TRX-RyxGXIOP","7000","2","1","2024-11-20 13:49:35","2024-11-20 13:49:35"
"1522","TRX-LOyMf9aP","10000","1","1","2024-11-20 14:11:47","2024-11-20 14:11:47"
"1523","TRX-wmOVuKYg","5000","1","1","2024-11-20 14:20:13","2024-11-20 14:20:13"
"1524","TRX-94Ku9txR","8000","2","1","2024-11-20 14:27:32","2024-11-20 14:27:32"
"1525","TRX-aCAlFWiD","5000","2","1","2024-11-20 16:18:06","2024-11-20 16:18:06"
"1526","TRX-K0Dt5llo","30000","2","1","2024-11-20 18:22:44","2024-11-20 18:22:44"
"1527","TRX-veh10sak","5000","1","1","2024-11-20 19:06:51","2024-11-20 19:06:51"
"1528","TRX-MUNpideZ","10000","1","1","2024-11-20 19:06:54","2024-11-20 19:06:54"
"1529","TRX-cWG4llVK","5000","2","1","2024-11-20 19:06:58","2024-11-20 19:06:58"
"1530","TRX-q4dC1Slq","8000","2","1","2024-11-20 19:21:23","2024-11-20 19:21:23"
"1531","TRX-e1kYzblU","5000","1","1","2024-11-20 20:10:45","2024-11-20 20:10:45"
"1532","TRX-LtXow2nu","15000","1","1","2024-11-20 21:38:18","2024-11-20 21:38:18"
"1533","TRX-BZXydwnp","12000","2","1","2024-11-20 21:38:22","2024-11-20 21:38:22"
"1534","TRX-jGTPNJ5p","10000","2","1","2024-11-20 21:38:32","2024-11-20 21:38:32"
"1535","TRX-M3h16jfZ","6000","2","1","2024-11-21 13:27:43","2024-11-21 13:27:43"
"1536","TRX-91oe5RYp","49000","2","1","2024-11-21 19:59:48","2024-11-21 19:59:48"
"1537","TRX-lLuXrrxO","10000","1","1","2024-11-21 19:59:58","2024-11-21 19:59:58"
"1538","TRX-TEwmokcp","8000","2","1","2024-11-21 20:25:40","2024-11-21 20:25:40"
"1539","TRX-p4hl50rH","10000","2","1","2024-11-21 20:26:54","2024-11-21 20:26:54"
"1540","TRX-cQ7pCKxU","16000","1","1","2024-11-21 21:42:42","2024-11-21 21:42:42"
"1541","TRX-0jFxjeNJ","16000","1","1","2024-11-22 21:00:00","2024-11-22 21:00:00"
"1542","TRX-5LIYxLuv","11000","1","1","2024-11-22 21:01:52","2024-11-22 21:01:52"
"1543","TRX-kLqe44rx","15000","2","1","2024-11-22 21:03:12","2024-11-22 21:03:12"
"1544","TRX-N96mWemP","6000","2","1","2024-11-22 21:03:34","2024-11-22 21:03:34"
"1545","TRX-Vd7MQ4gm","5000","2","1","2024-11-22 21:20:31","2024-11-22 21:20:31"
"1546","TRX-RXIasDhJ","5000","2","1","2024-11-22 21:38:35","2024-11-22 21:38:35"
"1547","TRX-sS4nrOO9","5000","2","1","2024-11-23 11:39:35","2024-11-23 11:39:35"
"1548","TRX-v2xvcRAI","8000","2","1","2024-11-23 11:50:10","2024-11-23 11:50:10"
"1549","TRX-Fp9F2YQr","2000","2","1","2024-11-23 12:10:31","2024-11-23 12:10:31"
"1550","TRX-hpXoLoDL","6000","2","1","2024-11-23 12:10:57","2024-11-23 12:10:57"
"1551","TRX-czPUzmYS","5000","1","1","2024-11-23 12:26:30","2024-11-23 12:26:30"
"1552","TRX-lb9pAE0E","2000","2","1","2024-11-23 12:49:26","2024-11-23 12:49:26"
"1553","SHT-c1uS9RPt","5000","1","1","2024-11-23 14:01:32","2024-11-23 14:01:32"
"1554","SHT-cSOSpCdL","2000","2","1","2024-11-23 14:39:39","2024-11-23 14:39:39"
"1555","SHT-kVhIh4fJ","42000","2","1","2024-11-23 15:30:15","2024-11-23 15:30:15"
"1556","SHT-dgUOV1vR","5000","2","1","2024-11-23 16:22:33","2024-11-23 16:22:33"
"1557","SHT-Px642mq2","8000","2","1","2024-11-23 17:41:49","2024-11-23 17:41:49"
"1558","TRX-RAWBXvwQ","8000","2","1","2024-11-23 18:44:22","2024-11-23 18:44:22"
"1559","TRX-UE6SLLqR","16000","2","1","2024-11-23 18:48:13","2024-11-23 18:48:13"
"1560","TRX-9NSnndwi","10000","2","1","2024-11-23 18:52:56","2024-11-23 18:52:56"
"1561","TRX-qiom20mP","8000","2","1","2024-11-23 18:53:04","2024-11-23 18:53:04"
"1562","TRX-ceOpbNjW","5000","2","1","2024-11-23 19:09:42","2024-11-23 19:09:42"
"1563","TRX-dfSp7inI","5000","2","1","2024-11-23 20:22:06","2024-11-23 20:22:06"
"1564","TRX-gqNOEy4D","13000","2","1","2024-11-23 20:46:19","2024-11-23 20:46:19"
"1565","SHT-FVOCIKb4","25000","2","1","2024-11-25 12:33:28","2024-11-25 12:33:28"
"1566","SHT-rodO5rBS","12000","1","1","2024-11-25 12:53:39","2024-11-25 12:53:39"
"1567","SHT-EXFeHCYk","13000","2","1","2024-11-25 13:04:37","2024-11-25 13:04:37"
"1568","SHT-Xp6EBjd7","40000","2","1","2024-11-25 14:02:13","2024-11-25 14:02:13"
"1569","SHT-Lkvy3M8O","10000","2","1","2024-11-25 14:20:36","2024-11-25 14:20:36"
"1570","SHT-I6e4a6aJ","2000","2","1","2024-11-25 15:10:01","2024-11-25 15:10:01"
"1571","SHT-PwH4hkgZ","16000","2","1","2024-11-25 15:18:55","2024-11-25 15:18:55"
"1572","SHT-xA2CIIB4","12000","1","1","2024-11-25 15:47:14","2024-11-25 15:47:14"
"1573","SHT-JYmSDFo6","5000","2","1","2024-11-25 15:53:30","2024-11-25 15:53:30"
"1574","SHT-Na94JOk5","16000","2","1","2024-11-25 16:10:02","2024-11-25 16:10:02"
"1575","SHT-UQ6eitEM","5000","2","1","2024-11-25 16:40:39","2024-11-25 16:40:39"
"1576","SHT-ZQJTDpca","16000","2","1","2024-11-25 18:29:12","2024-11-25 18:29:12"
"1577","SHT-JMO12X9X","15000","2","1","2024-11-26 13:56:44","2024-11-26 13:56:44"
"1578","SHT-zkxmQ67T","24000","2","1","2024-11-26 13:57:33","2024-11-26 13:57:33"
"1579","SHT-QS4kJY5G","6000","1","1","2024-11-26 13:58:03","2024-11-26 13:58:03"
"1580","SHT-LfjdpJyR","36000","2","1","2024-11-26 15:07:33","2024-11-26 15:07:33"
"1581","SHT-U3zmjWW7","6000","2","1","2024-11-26 15:26:21","2024-11-26 15:26:21"
"1582","SHT-TOMkr3S9","8000","2","1","2024-11-26 16:00:14","2024-11-26 16:00:14"
"1583","SHT-OQRBXSb6","10000","2","1","2024-11-26 18:38:01","2024-11-26 18:38:01"
"1584","SHT-6ErYJsVU","10000","1","1","2024-11-26 19:57:34","2024-11-26 19:57:34"
"1585","SHT-x7WBjEvn","16000","2","1","2024-11-26 20:16:52","2024-11-26 20:16:52"
"1586","SHT-s6MXjPw8","22000","2","1","2024-11-26 20:58:44","2024-11-26 20:58:44"
"1587","SHT-IV4Mcurw","10000","2","1","2024-11-26 21:53:45","2024-11-26 21:53:45"
"1588","TRX-xqVrMbD0","8000","2","1","2024-11-26 22:14:23","2024-11-26 22:14:23"
"1589","SHT-lwLcPm6U","5000","2","1","2024-11-27 11:10:18","2024-11-27 11:10:18"
"1590","SHT-qs71HV2t","10000","2","1","2024-11-27 11:14:34","2024-11-27 11:14:34"
"1591","SHT-594RDdtA","23000","2","1","2024-11-27 14:08:45","2024-11-27 14:08:45"
"1592","SHT-GO4uG7EM","19000","2","1","2024-11-27 15:00:39","2024-11-27 15:00:39"
"1593","SHT-2f0uaq7p","10000","2","1","2024-11-27 16:53:28","2024-11-27 16:53:28"
"1594","SHT-TJdS526E","10000","2","1","2024-11-27 17:17:39","2024-11-27 17:17:39"
"1595","SHT-IExRS3Zl","10000","1","1","2024-11-27 18:24:18","2024-11-27 18:24:18"
"1596","TRX-TA5D6slH","10000","2","1","2024-11-27 20:49:02","2024-11-27 20:49:02"
"1597","TRX-9fC3Ju40","10000","2","1","2024-11-27 20:54:10","2024-11-27 20:54:10"
"1598","TRX-NTeVGYfi","10000","2","1","2024-11-27 20:54:23","2024-11-27 20:54:23"
"1599","TRX-3QZLSDwZ","10000","2","1","2024-11-27 21:14:08","2024-11-27 21:14:08"
"1600","TRX-fnRxhyBn","5000","2","1","2024-11-27 21:36:22","2024-11-27 21:36:22"
"1601","SHT-N5WJ7p5f","41000","2","1","2024-11-28 13:40:47","2024-11-28 13:40:47"
"1602","SHT-qT33mqB0","47000","1","1","2024-11-28 13:42:13","2024-11-28 13:42:13"
"1603","SHT-QFcVuQUh","5000","2","1","2024-11-28 13:45:26","2024-11-28 13:45:26"
"1604","SHT-t5HTWIfR","16000","2","1","2024-11-28 15:07:54","2024-11-28 15:07:54"
"1605","SHT-LbXhKNNF","10000","2","1","2024-11-28 15:52:27","2024-11-28 15:52:27"
"1606","SHT-hvGZ6jYB","5000","2","1","2024-11-28 16:14:10","2024-11-28 16:14:10"
"1607","TRX-B7lI4sel","20000","2","1","2024-11-28 19:41:30","2024-11-28 19:41:30"
"1608","TRX-7H7FwfGP","15000","2","1","2024-11-28 20:03:03","2024-11-28 20:03:03"
"1609","TRX-8wejFlDl","0","2","1","2024-11-28 20:03:06","2024-11-28 20:03:22"
"1610","TRX-WsknIdy5","6000","2","1","2024-11-28 20:16:50","2024-11-28 20:16:50"
"1611","TRX-Eob5nGod","16000","2","1","2024-11-28 20:34:10","2024-11-28 20:34:10"
"1612","SHT-9UBjcfpZ","10000","1","1","2024-11-28 21:34:56","2024-11-28 21:34:56"
"1613","SHT-olSpyl9B","20000","2","1","2024-11-29 13:38:57","2024-11-29 13:38:57"
"1614","SHT-Sxe0o1ng","10000","1","1","2024-11-29 13:39:05","2024-11-29 13:39:05"
"1615","SHT-MiDaYMiL","2000","2","1","2024-11-29 14:14:03","2024-11-29 14:14:03"
"1616","SHT-ukVQDGqT","5000","1","1","2024-11-29 14:14:16","2024-11-29 14:14:16"
"1617","SHT-EsxfifDi","21000","2","1","2024-11-29 14:14:54","2024-11-29 14:14:54"
"1618","SHT-S7P9cV31","10000","2","1","2024-11-29 14:49:05","2024-11-29 14:49:05"
"1619","SHT-hCDcR3Hx","5000","2","1","2024-11-29 14:56:16","2024-11-29 14:56:16"
"1620","SHT-VWKKWpu7","5000","2","1","2024-11-29 15:57:28","2024-11-29 15:57:28"
"1621","SHT-1XzmPvdu","8000","1","1","2024-11-29 16:04:00","2024-11-29 16:04:00"
"1622","SHT-8EtMCSfD","10000","2","1","2024-11-29 16:58:21","2024-11-29 16:58:21"
"1623","TRX-SMa7CIAB","8000","2","1","2024-11-29 19:25:53","2024-11-29 19:25:53"
"1624","TRX-ny7XJINI","22000","2","1","2024-11-29 19:41:31","2024-11-29 19:41:31"
"1625","TRX-93zWs46u","10000","1","1","2024-11-29 20:20:31","2024-11-29 20:20:31"
"1626","TRX-ZziEvwqZ","5000","2","1","2024-11-29 20:20:40","2024-11-29 20:20:40"
"1627","TRX-1H9IFuvC","12000","2","1","2024-11-29 21:06:54","2024-11-29 21:06:54"
"1628","SHT-1LeUi2Um","10000","2","1","2024-11-30 11:45:56","2024-11-30 11:45:56"
"1629","TRX-P5bNG4ei","12000","2","1","2024-11-30 12:12:02","2024-11-30 12:12:02"
"1630","TRX-qGbbzYow","5000","2","1","2024-11-30 12:32:04","2024-11-30 12:32:04"
"1631","TRX-f8b0qrPS","16000","2","1","2024-11-30 12:32:09","2024-11-30 12:32:09"
"1632","TRX-xEzzWkSx","24000","2","1","2024-11-30 12:32:14","2024-11-30 12:32:14"
"1633","TRX-72Esy2gC","5000","2","1","2024-11-30 12:34:17","2024-11-30 12:34:17"
"1634","TRX-SlBJ8Y1P","5000","2","1","2024-11-30 12:36:22","2024-11-30 12:36:22"
"1635","SHT-T9hGcdpf","24000","2","1","2024-11-30 14:10:16","2024-11-30 14:10:16"
"1636","SHT-0lZLsXXO","8000","2","1","2024-11-30 14:10:27","2024-11-30 14:10:27"
"1637","SHT-PHdMRXHj","5000","2","1","2024-11-30 14:10:29","2024-11-30 14:10:29"
"1638","TRX-W8S8s2is","5000","2","1","2024-11-30 14:37:12","2024-11-30 14:37:12"
"1639","TRX-EczWUBjD","5000","2","1","2024-11-30 14:37:15","2024-11-30 14:37:15"
"1640","TRX-cuA1bQA7","8000","3","3","2024-11-30 15:27:23","2024-11-30 15:27:23"
"1641","TRX-wXY4bn7E","12000","2","1","2024-11-30 15:27:34","2024-11-30 15:27:34"
"1642","TRX-BG6DwnOK","8000","2","1","2024-11-30 15:27:49","2024-11-30 15:27:49"
"1643","TRX-mMO3lr64","10000","1","1","2024-11-30 16:04:00","2024-11-30 16:04:00"
"1644","TRX-BUu0TQQ9","48000","2","1","2024-11-30 11:42:40","2024-11-30 11:42:40"
"1645","TRX-dl60E7se","26000","1","1","2024-11-30 11:43:29","2024-11-30 11:43:29"
"1646","SHT-R1NU9wcC","5000","2","1","2024-12-02 11:44:21","2024-12-02 11:44:21"
"1649","SHT-irxcFTCL","10000","2","1","2024-12-02 13:00:33","2024-12-02 13:00:33"
"1650","SHT-W9iys46X","15000","1","1","2024-12-02 13:00:38","2024-12-02 13:00:38"
"1651","TRX-hRSIPchd","15000","2","1","2024-12-02 19:28:10","2024-12-02 19:28:10"
"1652","TRX-gPIS4PPK","12000","1","1","2024-12-02 19:28:14","2024-12-02 19:28:14"
"1653","TRX-Qaw0jtJP","6000","2","1","2024-12-02 19:28:25","2024-12-02 19:28:25"
"1654","TRX-GDQQLNjE","5000","2","1","2024-12-02 20:04:48","2024-12-02 20:04:48"
"1655","TRX-6s9GJnP3","0","2","1","2024-12-02 20:04:52","2024-12-02 20:05:08"
"1656","SHT-IX4it1Mu","15000","2","1","2024-12-03 11:48:22","2024-12-03 11:48:22"
"1657","SHT-hgx18Rsi","15000","2","1","2024-12-03 11:53:33","2024-12-03 11:53:33"
"1658","SHT-4hOysUwV","30000","2","1","2024-12-03 17:24:17","2024-12-03 17:24:17"
"1659","SHT-nhzG2wqc","10000","2","1","2024-12-03 18:01:25","2024-12-03 18:01:25"
"1660","SHT-XVrEBnEE","2000","2","1","2024-12-03 18:11:05","2024-12-03 18:11:05"
"1661","TRX-qNneOU4K","10000","2","1","2024-12-03 20:01:18","2024-12-03 20:01:18"
"1662","TRX-EncnA1rG","6000","2","1","2024-12-03 20:01:32","2024-12-03 20:55:29"
"1663","TRX-He2RO6hM","16000","1","1","2024-12-03 20:01:45","2024-12-03 20:01:45"
"1664","TRX-v7XBHERp","10000","2","1","2024-12-03 20:01:53","2024-12-03 20:01:53"
"1665","TRX-yl8Q037x","10000","1","1","2024-12-03 20:40:06","2024-12-03 20:40:06"
"1666","TRX-5EHtYaw0","8000","1","1","2024-12-03 20:40:12","2024-12-03 20:40:12"
"1667","SHT-BqD2xtIu","7000","2","1","2024-12-04 12:07:13","2024-12-04 12:07:13"
"1668","SHT-HJMrxrWG","8000","2","1","2024-12-04 13:40:27","2024-12-04 13:40:27"
"1669","SHT-xrs9393a","6000","2","1","2024-12-04 13:59:33","2024-12-04 13:59:33"
"1670","SHT-xehsegHr","25000","2","1","2024-12-04 14:11:06","2024-12-04 14:11:06"
"1671","SHT-EQerhQAN","23000","2","1","2024-12-04 15:53:53","2024-12-04 15:53:53"
"1672","SHT-NXJlrSt8","8000","1","1","2024-12-04 15:54:04","2024-12-04 15:54:04"
"1673","SHT-wE67Z01m","2000","2","1","2024-12-04 15:54:13","2024-12-04 15:54:13"
"1674","SHT-1AALOzJs","26000","2","1","2024-12-04 17:38:50","2024-12-04 17:38:50"
"1675","SHT-HeSSllA0","8000","2","1","2024-12-04 17:42:20","2024-12-04 17:42:20"
"1676","SHT-ndGCX8pa","8000","2","1","2024-12-04 17:57:32","2024-12-04 17:57:32"
"1677","SHT-TjbwN41Q","16000","1","1","2024-12-04 17:58:52","2024-12-04 17:58:52"
"1678","SHT-Oz1Wox1C","10000","1","1","2024-12-04 18:02:15","2024-12-04 18:02:15"
"1679","SHT-xdBL7lZI","5000","2","1","2024-12-04 20:03:44","2024-12-04 20:03:44"
"1680","TRX-H0VjANEk","8000","2","1","2024-12-04 21:41:02","2024-12-04 21:41:02"
"1681","TRX-sm1w0FVG","18000","2","1","2024-12-04 21:41:08","2024-12-04 21:41:08"
"1682","TRX-CFpyKaIr","5000","2","1","2024-12-04 21:41:12","2024-12-04 21:41:12"
"1683","TRX-mDJsDw8x","5000","2","1","2024-12-04 21:55:54","2024-12-04 21:55:54"
"1684","TRX-imgfwcZG","5000","2","1","2024-12-04 22:07:26","2024-12-04 22:07:26"
"1685","TRX-G3YOvmxd","18000","2","1","2024-12-04 23:10:55","2024-12-04 23:10:55"
"1686","TRX-8Leya6ob","6000","2","1","2024-12-05 16:31:01","2024-12-05 16:31:01"
"1687","TRX-JDn9Eraf","10000","2","1","2024-12-05 19:14:27","2024-12-05 19:14:27"
"1688","TRX-3spGT1pU","5000","2","1","2024-12-05 19:57:50","2024-12-05 19:57:50"
"1689","TRX-wEAX1qxI","16000","2","1","2024-12-05 20:44:33","2024-12-05 20:44:33"
"1690","TRX-OoHyKavj","5000","2","1","2024-12-05 21:19:51","2024-12-05 21:19:51"
"1691","TRX-UGpiZghd","10000","2","1","2024-12-07 11:42:33","2024-12-07 11:42:33"
"1692","TRX-hvevKDWQ","0","2","1","2024-12-07 11:42:33","2024-12-07 17:50:59"
"1693","TRX-ODU0ein0","5000","2","1","2024-12-07 13:15:34","2024-12-07 13:15:34"
"1694","TRX-7ZfvpyOo","5000","2","1","2024-12-07 13:58:04","2024-12-07 13:58:04"
"1695","TRX-t8TOeX4B","5000","2","1","2024-12-07 14:06:17","2024-12-07 14:06:17"
